PMC5478733,Q33819365,Cannabinoids and Vanilloids in Schizophrenia: Neurophysiological Evidence and Directions for Basic Research.,Q179452,amphetamine,0.45454545454545453,Q33819365	P921	Q179452
PMC5497951,Q33873720,"Ecstasy induces reactive oxygen species, kidney water absorption and rhabdomyolysis in normal rats. Effect of N-acetylcysteine and Allopurinol in oxidative stress and muscle fiber damage.",Q179452,amphetamine,0.45454545454545453,Q33873720	P921	Q179452
PMC5504204,Q33890781,The Changing Landscape of Alopecia Areata: The Translational Landscape.,Q417997,Ezetimibe,0.45454545454545453,Q33890781	P921	Q417997
PMC5496643,Q33870087,Evaluation of rational nonsteroidal anti-inflammatory drugs and gastro-protective agents use; association rule data mining using outpatient prescription patterns.,Q422210,Omeprazole,0.4166666666666667,Q33870087	P921	Q422210
PMC5501555,Q33884078,Non-skeletal health effects of vitamin D supplementation: A systematic review on findings from meta-analyses summarizing trial data.,Q139195,Calcitriol,0.4166666666666667,Q33884078	P921	Q139195
PMC5512985,Q33909264,"Rhabdomyolysis in an HIV cohort: epidemiology, causes and outcomes.",Q668093,atorvastatin,0.375,Q33909264	P921	Q668093
PMC5491546,Q33854441,Thyroid-Stimulating Hormone Receptor Antibodies in Pregnancy: Clinical Relevance.,Q419663,methimazole,0.36363636363636365,Q33854441	P921	Q419663
PMC5525304,Q38664321,"Efficacy and safety of proprotein convertase subtilisin-kexin type 9 (PCSK9) inhibitors, alirocumab and evolocumab, a post-commercialization study.",Q417997,ezetimibe,0.35714285714285715,Q38664321	P921	Q417997
PMC5533333,Q38655230,Simvastatin dose and acute kidney injury without concurrent serious muscle injury: A nationwide nested case-control study.,Q668093,atorvastatin,0.3333333333333333,Q38655230	P921	Q668093
PMC5537940,Q38651269,The renin-angiotensin system: a possible new target for depression.,Q421119,captopril,0.3333333333333333,Q38651269	P921	Q421119
PMC5497821,Q33873364,Recent advances in preventing stroke recurrence.,Q419995,amiloride,0.3333333333333333,Q33873364	P921	Q419995
PMC5511264,Q33906118,Dietary geranylgeraniol can limit the activity of pitavastatin as a potential treatment for drug-resistant ovarian cancer.,Q417740,lovastatin,0.3125,Q33906118	P921	Q417740
PMC5516312,Q38557048,Inhibition of Toll-Like Receptor Signaling as a Promising Therapy for Inflammatory Diseases: A Journey from Molecular to Nano Therapeutics.,Q421094,Hydroxychloroquine,0.3076923076923077,Q38557048	P921	Q421094
PMC5496264,Q33868780,"Lipid management in India: a nationwide, cross-sectional physician survey.",Q417997,ezetimibe,0.29411764705882354,Q33868780	P921	Q417997
PMC5514095,Q33912042,Proton Pump Inhibitors and the Risk for Fracture at Specific Sites: Data Mining of the FDA Adverse Event Reporting System.,Q422210,Omeprazole,0.29411764705882354,Q33912042	P921	Q422210
PMC5496259,Q33868751,"A red yeast rice-olive extract supplement reduces biomarkers of oxidative stress, OxLDL and Lp-PLA2, in subjects with metabolic syndrome: a randomised, double-blind, placebo-controlled trial.",Q1240093,pravastatin,0.2857142857142857,Q33868751	P921	Q1240093
PMC5492988,Q32173585,Use of generic and essential medicines for prevention and treatment of cardiovascular diseases in Portugal.,Q668093,atorvastatin,0.2631578947368421,Q32173585	P921	Q668093
PMC5483291,Q33831121,Stress ulcer prophylaxis versus placebo or no prophylaxis in adult hospitalised acutely ill patients-protocol for a systematic review with meta-analysis and trial sequential analysis.,Q409492,cimetidine,0.25,Q33831121	P921	Q409492
PMC5483302,Q33831184,Effect of ezetimibe add-on therapy over 52 weeks extension analysis of prospective randomized trial (RESEARCH study) in type 2 diabetes subjects.,Q417997,ezetimibe,0.23809523809523808,Q33831184	P921	Q417997
PMC5488493,Q33846796,Drug-related problems and medication reviews among old people with dementia.,Q422188,spironolactone,0.23809523809523808,Q33846796	P921	Q422188
PMC5512820,Q33908782,"Brazilian guidelines on prevention of cardiovascular disease in patients with diabetes: a position statement from the Brazilian Diabetes Society (SBD), the Brazilian Cardiology Society (SBC) and the Brazilian Endocrinology and Metabolism Society (SB",Q417997,ezetimibe,0.19230769230769232,Q33908782	P921	Q417997
PMC5496598,Q33869996,"Estimating the direct costs of ischemic heart disease: evidence from a teaching hospital in BRAZIL, a retrospective cohort study.",Q421119,Captopril,0.1875,Q33869996	P921	Q421119

