PMC5506182,Q38658899,Unraveling Key Metabolomic Alterations in Wheat Embryos Derived from Freshly Harvested and Water-Imbibed Seeds of Two Wheat Cultivars with Contrasting Dormancy Status.,Q161098,Triticum aestivum,0.8333333333333334,Q38658899	P921	Q161098
PMC5511167,Q38678095,Spatiotemporal expression patterns of wheat amino acid transporters reveal their putative roles in nitrogen transport and responses to abiotic stress.,Q161098,Triticum aestivum,0.8333333333333334,Q38678095	P921	Q161098
PMC5514102,Q33912068,Genome-wide identification and characterization of circular RNAs by high throughput sequencing in soybean.,Q161426,Oryza sativa,0.8333333333333334,Q33912068	P921	Q161426
PMC5498511,Q33875400,Searching for an Accurate Marker-Based Prediction of an Individual Quantitative Trait in Molecular Plant Breeding.,Q161426,Oryza sativa,0.75,Q33875400	P921	Q161426
PMC5505042,Q33893368,Validation of QTL mapping and transcriptome profiling for identification of candidate genes associated with nitrogen stress tolerance in sorghum.,Q161426,Oryza sativa,0.75,Q33893368	P921	Q161426
PMC5507963,Q38656320,Proteomics Coupled with Metabolite and Cell Wall Profiling Reveal Metabolic Processes of a Developing Rice Stem Internode.,Q161426,Oryza sativa,0.75,Q38656320	P921	Q161426
PMC5511198,Q33905814,Comparative study of Arabidopsis PBS1 and a wheat PBS1 homolog helps understand the mechanism of PBS1 functioning in innate immunity.,Q161098,Triticum aestivum,0.75,Q33905814	P921	Q161098
PMC5492916,Q32174034,Sequence differences in the seed dormancy gene Qsd1 among various wheat genomes.,Q161098,Triticum aestivum,0.7142857142857143,Q32174034	P921	Q161098
PMC5478723,Q33819330,Vaccatides: Antifungal Glutamine-Rich Hevein-Like Peptides from Vaccaria hispanica.,Q161098,Triticum aestivum,0.6666666666666666,Q33819330	P921	Q161098
PMC5485680,Q33837485,Profiling of drought-responsive microRNA and mRNA in tomato using high-throughput sequencing.,Q161426,Oryza sativa,0.6666666666666666,Q33837485	P921	Q161426
PMC5487464,Q33843325,Aegilops tauschii Accessions with Geographically Diverse Origin Show Differences in Chromosome Organization and Polymorphism of Molecular Markers Linked to Leaf Rust and Powdery Mildew Resistance Genes.,Q161098,Triticum aestivum,0.6666666666666666,Q33843325	P921	Q161098
PMC5487487,Q33843403,Characterization of BiP Genes from Pepper (Capsicum annuum L.) and the Role of CaBiP1 in Response to Endoplasmic Reticulum and Multiple Abiotic Stresses.,Q161426,Oryza sativa,0.6666666666666666,Q33843403	P921	Q161426
PMC5500646,Q33881827,Genome-Wide Identification and Functional Analysis of the Calcineurin B-like Protein and Calcineurin B-like Protein-Interacting Protein Kinase Gene Families in Turnip (Brassica rapa var. rapa).,Q161098,Triticum aestivum,0.6666666666666666,Q33881827	P921	Q161098
PMC5509701,Q33903017,Genome-wide survey indicates diverse physiological roles of the barley (Hordeum vulgare L.) calcium-dependent protein kinase genes.,Q161426,Oryza sativa,0.6666666666666666,Q33903017	P921	Q161426
PMC5509946,Q38645570,Unraveling the Root Proteome Changes and Its Relationship to Molecular Mechanism Underlying Salt Stress Response in Radish (Raphanus sativus L.).,Q161426,Oryza sativa,0.6666666666666666,Q38645570	P921	Q161426
PMC5514137,Q38674748,Genome reconstruction in Cynara cardunculus taxa gains access to chromosome-scale DNA variation.,Q161426,Oryza sativa,0.6666666666666666,Q38674748	P921	Q161426
PMC5478880,Q33820061,Transcriptional Profiling and Identification of Heat-Responsive Genes in Perennial Ryegrass by RNA-Sequencing.,Q161098,Triticum aestivum,0.6,Q33820061	P921	Q161098
PMC5504242,Q38430698,Antarctic Moss Multiprotein Bridging Factor 1c Overexpression in Arabidopsis Resulted in Enhanced Tolerance to Salt Stress.,Q161098,Triticum aestivum,0.5555555555555556,Q38430698	P921	Q161098
PMC5489704,Q38657915,Crop Production under Drought and Heat Stress: Plant Responses and Management Options.,Q161098,Triticum aestivum,0.5,Q38657915	P921	Q161098
PMC5504180,Q38651819,"Poaceae vs. Abiotic Stress: Focus on Drought and Salt Stress, Recent Insights and Perspectives.",Q161098,Triticum aestivum,0.5,Q38651819	P921	Q161098
PMC5478685,Q33819200,Unraveling the Transcriptional Basis of Temperature-Dependent Pinoxaden Resistance in Brachypodium hybridum.,Q161098,Triticum aestivum,0.5,Q33819200	P921	Q161098
PMC5491648,Q33854818,"Physiological, Biochemical, Epigenetic and Molecular Analyses of Wheat (Triticum aestivum) Genotypes with Contrasting Salt Tolerance.",Q161098,Triticum aestivum,0.5,Q33854818	P921	Q161098
PMC5529501,Q38368903,New criteria for the molecular identification of cereal grains associated with archaeological artefacts.,Q158767,Triticum spelta,0.5,Q38368903	P921	Q158767

