PMC5502178,Q33885872,Rituximab alone as induction therapy for membranous lupus nephritis: A multicenter retrospective study.,Q1621830,lupus nephritis,0.4166666666666667,Q33885872	P921	Q1621830
PMC5505305,Q33893947,Prevalence of Metabolic Syndrome Among the End-Stage Renal Disease Patients on Hemodialysis.,Q1054718,kidney disease,0.4166666666666667,Q33893947	P921	Q1054718
PMC5507915,Q33899411,Defective CFTR leads to aberrant β-catenin activation and kidney fibrosis.,Q18556674,ureteral obstruction,0.4166666666666667,Q33899411	P921	Q18556674
PMC5490085,Q38704023,Deviations from the expected relationship between serum FGF23 and other markers in children with CKD: a cross-sectional study.,Q1054718,kidney disease,0.38461538461538464,Q38704023	P921	Q1054718
PMC5501337,Q33883362,The effect and safety of postmenopausal hormone therapy and selective estrogen receptor modulators on kidney outcomes in women: a protocol for systematic review and meta-analysis.,Q1054718,kidney disease,0.38461538461538464,Q33883362	P921	Q1054718
PMC5508664,Q33901115,Endotoxemia is associated with acute coronary syndrome in patients with end stage kidney disease.,Q1054718,kidney disease,0.38461538461538464,Q33901115	P921	Q1054718
PMC5511653,Q38650610,Dual Kidney Transplantation: A Review of Past and Prospect for Future.,Q5571239,glomerulosclerosis,0.38461538461538464,Q38650610	P921	Q5571239
PMC5482296,Q33828481,Clinical Characteristics of Influenza-Associated Pneumonia of Adults: Clinical Features and Factors Contributing to Severity and Mortality.,Q1054718,kidney disease,0.35714285714285715,Q33828481	P921	Q1054718
PMC5497195,Q33871820,The Risk of Upper Urinary Tract Involvement in Patients With Ketamine-Associated Uropathy.,Q246084,cystitis,0.35714285714285715,Q33871820	P921	Q246084
PMC5500516,Q33881260,The impact of transient and persistent acute kidney injury on short-term outcomes in very elderly patients.,Q1054718,Kidney Disease,0.35714285714285715,Q33881260	P921	Q1054718
PMC5505039,Q33893355,Increased C4 and decreased C3 levels are associated with a poor prognosis in patients with immunoglobulin A nephropathy: a retrospective study.,Q5571239,glomerulosclerosis,0.35714285714285715,Q33893355	P921	Q5571239
PMC5505136,Q33893588,Control of lupus nephritis by changes of gut microbiota.,Q1621830,lupus nephritis,0.35714285714285715,Q33893588	P921	Q1621830
PMC5508345,Q33900224,"Effects of Benazepril on Survival of Dogs with Chronic Kidney Disease: A Multicenter, Randomized, Blinded, Placebo-Controlled Clinical Trial.",Q1054718,kidney disease,0.35714285714285715,Q33900224	P921	Q1054718
PMC5516395,Q33917001,Pregnancy outcomes in patients with acute kidney injury during pregnancy: a systematic review and meta-analysis.,Q424337,Acute Kidney Injury,0.35714285714285715,Q33917001	P921	Q424337
PMC5507329,Q33897961,Acute kidney injury after cardiac surgery is associated with mid-term but not long-term mortality: A cohort-based study.,Q1054718,Kidney Disease,0.3333333333333333,Q33897961	P921	Q1054718
PMC5496291,Q33868909,A clinico-pathological study of lupus nephritis based on the International Society of Nephrology-Renal Pathology Society 2003 classification system.,Q1621830,lupus nephritis,0.3333333333333333,Q33868909	P921	Q1621830
PMC5505135,Q33893582,Intermedin attenuates renal fibrosis by induction of heme oxygenase-1 in rats with unilateral ureteral obstruction.,Q18556674,ureteral obstruction,0.3333333333333333,Q33893582	P921	Q18556674
PMC5509972,Q33903533,Premature ovarian failure.,Q179399,infertility,0.3333333333333333,Q33903533	P921	Q179399
PMC5516358,Q33916782,Temporal trends of dialysis requiring acute kidney injury after orthotopic cardiac and liver transplant hospitalizations.,Q1054718,Kidney Disease,0.3333333333333333,Q33916782	P921	Q1054718
PMC5530477,Q38369451,The biobank for the molecular classification of kidney disease: research translation and precision medicine in nephrology.,Q1054718,kidney disease,0.3333333333333333,Q38369451	P921	Q1054718
PMC5487476,Q33843362,Renal Oxygenation in the Pathophysiology of Chronic Kidney Disease.,Q1054718,kidney disease,0.3125,Q33843362	P921	Q1054718
PMC5491034,Q33853010,"Low levels of serum ferritin and moderate transferrin saturation lead to adequate hemoglobin levels in hemodialysis patients, retrospective observational study.",Q1054718,kidney disease,0.3125,Q33853010	P921	Q1054718
PMC5498573,Q33875661,Electronegative low-density lipoprotein increases the risk of ischemic lower-extremity peripheral artery disease in uremia patients on maintenance hemodialysis.,Q1054718,kidney disease,0.3125,Q33875661	P921	Q1054718
PMC5500331,Q33880629,Validation of glomerular filtration rate-estimating equations in Chinese children.,Q1054718,kidney disease,0.3125,Q33880629	P921	Q1054718
PMC5501411,Q33883586,Evaluating the feasibility of the KDIGO CKD referral recommendations.,Q1054718,kidney disease,0.3125,Q33883586	P921	Q1054718
PMC5508479,Q33900584,Discovery of a novel dominant mutation in the REN gene after forty years of renal disease: a case report.,Q1054718,kidney disease,0.3125,Q33900584	P921	Q1054718
PMC5519472,Q38695156,A Rare Adult Case with Diffuse Segmental Membranous Glomerulonephritis.,Q1713037,membranous glomerulonephritis,0.3125,Q38695156	P921	Q1713037
PMC5533333,Q38655230,Simvastatin dose and acute kidney injury without concurrent serious muscle injury: A nationwide nested case-control study.,Q1054718,kidney disease,0.3125,Q38655230	P921	Q1054718
PMC5457744,Q33760070,An observational study of 110 elderly lithium-treated patients followed up for 6 years with particular reference to renal function.,Q1054718,kidney disease,0.29411764705882354,Q33760070	P921	Q1054718
PMC5483286,Q38710843,Incidence and diagnosis of Acute kidney injury in hospitalized adult patients: a retrospective observational study in a tertiary teaching Hospital in Southeast China.,Q1054718,kidney disease,0.2777777777777778,Q38710843	P921	Q1054718
PMC5497196,Q33871826,Long-term Outcomes of Augmentation Enterocystoplasty in Patients With End-Stage Bladder Diseases: A Single-Institute Experience Involving 102 Patients.,Q1671412,interstitial cystitis,0.2777777777777778,Q33871826	P921	Q1671412
PMC5498682,Q33876046,Current perspectives in the USA on the diagnosis and treatment of pelvic inflammatory disease in adolescents.,Q179399,infertility,0.2777777777777778,Q33876046	P921	Q179399
PMC5508763,Q33901411,"Performance of urinary neutrophil gelatinase-associated lipocalin, clusterin, and cystatin C in predicting diabetic kidney disease and diabetic microalbuminuria: a consecutive cohort study.",Q1054718,kidney disease,0.2777777777777778,Q33901411	P921	Q1054718
PMC5494353,Q33863130,Prevalence and management status of urologic disease in geriatric hospitals in South Korea: A population-based analysis.,Q1585769,Urolithiasis,0.2631578947368421,Q33863130	P921	Q1585769
PMC5496858,Q33870550,Label Free Detection of Sensitive Mid-Infrared Biomarkers of Glomerulonephritis in Urine Using Fourier Transform Infrared Spectroscopy.,Q1621830,lupus nephritis,0.2631578947368421,Q33870550	P921	Q1621830
PMC5503228,Q33888107,Cancer in Korean patients with end-stage renal disease: A 7-year follow-up.,Q1054718,kidney disease,0.25,Q33888107	P921	Q1054718
PMC5496638,Q33870077,"Challenges and outcomes of haemodialysis among patients presenting with kidney diseases in Dodoma, Tanzania.",Q1054718,kidney disease,0.25,Q33870077	P921	Q1054718
PMC5500525,Q33881299,Serum D-dimer is a potential predictor for thromboembolism complications in patients with renal biopsy.,Q1054718,kidney disease,0.25,Q33881299	P921	Q1054718
PMC5509707,Q33903048,Insulin resistance and obesity among infertile women with different polycystic ovary syndrome phenotypes.,Q179399,infertility,0.23809523809523808,Q33903048	P921	Q179399
PMC5480139,Q33823525,Membranous nephropathy: a retrospective observational study of membranous nephropathy in north east and central London.,Q1054718,Kidney Disease,0.23076923076923078,Q33823525	P921	Q1054718
PMC5482940,Q33830312,"Prevalence of Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium and Ureaplasma urealyticum infections using a novel isothermal simultaneous RNA amplification testing method in infertile males.",Q179399,infertility,0.21739130434782608,Q33830312	P921	Q179399
PMC5532772,Q38657082,Renal damage induced by pemetrexed causing drug discontinuation: a case report and review of the literature.,Q220551,Diabetes Insipidus,0.21428571428571427,Q38657082	P921	Q220551
PMC5508428,Q33900415,Semen culture and the assessment of genitourinary tract infections.,Q1122485,urethritis,0.13513513513513514,Q33900415	P921	Q1122485
PMC5540357,Q38652031,KDIGO Clinical Practice Guideline on the Evaluation and Care of Living Kidney Donors.,Q1054718,KIDNEY DISEASE,0.13157894736842105,Q38652031	P921	Q1054718

